timestamp,elapsed_sec,stage,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T12:03:40.674121,236.537,wrist_min_min,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,32.0,32.0
2026-01-10T12:03:46.247039,242.11,wrist_max_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,36.0,35.0,34.0,33.0,32.0
2026-01-10T12:03:51.813955,247.677,wrist_min_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:03:57.306932,253.17,wrist_max_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,32.0,33.0
2026-01-10T12:04:02.885783,258.749,wrist_min_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,32.0,33.0
2026-01-10T12:04:08.453696,264.317,wrist_max_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,32.0
2026-01-10T12:04:13.968077,269.831,wrist_min_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,32.0
2026-01-10T12:04:19.492449,275.355,wrist_max_min,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,32.0,32.0
2026-01-10T12:04:25.060449,280.923,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:30.628102,286.491,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:36.196277,292.059,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:41.763208,297.626,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:47.330971,303.194,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:52.899020,308.762,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:04:58.466941,314.33,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:05:04.033622,319.897,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,33.0,33.0
2026-01-10T12:05:09.601745,325.465,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,35.0,34.0,34.0,33.0
2026-01-10T12:05:15.169637,331.033,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,33.0
2026-01-10T12:05:20.736418,336.599,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:05:26.305441,342.168,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,33.0
2026-01-10T12:05:31.872430,347.735,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,34.0
2026-01-10T12:05:37.440229,353.303,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,34.0
2026-01-10T12:05:43.008089,358.871,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,33.0
2026-01-10T12:05:48.576175,364.439,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,33.0
2026-01-10T12:05:54.144089,370.007,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:05:59.711007,375.574,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,34.0
2026-01-10T12:06:05.278926,381.142,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:10.846791,386.71,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,33.0,33.0
2026-01-10T12:06:16.414745,392.278,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:21.981670,397.845,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:27.549206,403.412,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:33.116089,408.979,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:38.685416,414.548,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:44.253276,420.116,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:49.820071,425.683,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,36.0,36.0,34.0,34.0,34.0
2026-01-10T12:06:55.388082,431.251,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,35.0
2026-01-10T12:07:00.956094,436.819,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,34.0
2026-01-10T12:07:06.523956,442.387,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,34.0
2026-01-10T12:07:12.107938,447.971,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,35.0
2026-01-10T12:07:17.689874,453.553,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,34.0
2026-01-10T12:07:23.258767,459.122,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,35.0
2026-01-10T12:07:28.826796,464.69,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,34.0,34.0,34.0
2026-01-10T12:07:34.394602,470.258,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,34.0,35.0
2026-01-10T12:07:39.977502,475.84,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:07:45.545405,481.408,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,34.0,34.0
2026-01-10T12:07:51.113225,486.976,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:07:56.681220,492.544,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,34.0,35.0
2026-01-10T12:08:02.230111,498.093,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,34.0,35.0
2026-01-10T12:08:07.800064,503.663,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,34.0,35.0
2026-01-10T12:08:13.367974,509.231,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,37.0,36.0,35.0,35.0,34.0
2026-01-10T12:08:18.936111,514.799,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:08:24.503730,520.367,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:08:30.086724,525.95,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:08:35.654634,531.518,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:08:41.222539,537.085,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:08:46.790459,542.653,wrist_max_min,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:08:52.358361,548.221,wrist_min_min,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:08:57.925275,553.788,wrist_max_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,34.0,35.0
2026-01-10T12:09:03.493116,559.356,wrist_min_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:09:09.061123,564.924,wrist_max_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:09:14.629027,570.492,wrist_min_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:09:20.195939,576.059,wrist_max_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:09:25.719857,581.583,wrist_min_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:09:31.299813,587.163,wrist_max_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
2026-01-10T12:09:36.866865,592.73,wrist_min_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,36.0
2026-01-10T12:09:42.403571,598.267,wrist_max_min,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,37.0,36.0,35.0,35.0,35.0
